"#","ИД установе","Власништво","Округ","Општина","Назив установе","Подручје рада","Образовни профил","Трајање образовања","Језик наставе","Број одељења - први разред","Број комбинованих одељења - први разред","Број специјалних одељења - први разред","Број ученика - први разред","Број девојчица - први разред","Број ИОП-а 1 - први разред","Број ИОП-а 2 - први разред","Број ИОП-а 3 - први разред","Број одељења - други разред","Број комбинованих одељења - други разред","Број специјалних одељења - други разред","Број ученика - други разред","Број девојчица - други разред","Број ИОП-а 1 - други разред","Број ИОП-а 2 - други разред","Број ИОП-а 3 - други разред","Број одељења - трећи разред","Број комбинованих одељења - трећи разред","Број специјалних одељења - трећи разред","Број ученика - трећи разред","Број девојчица - трећи разред","Број ИОП-а 1 - трећи разред","Број ИОП-а 2 - трећи разред","Број ИОП-а 3 - трећи разред","Број одељења - четврти разред","Број комбинованих одељења - четврти разред","Број специјалних одељења - четврти разред","Број ученика - четврти разред","Број девојчица - четврти разред","Број ИОП-а 1 - четврти разред","Број ИОП-а 2 - четврти разред","Број ИОП-а 3 - четврти разред","Број одељења - пети разред","Број комбинованих одељења - пети разред","Број специјалних одељења - пети разред","Број ученика - пети разред","Број девојчица - пети разред","Број ИОП-а 1 - пети разред","Број ИОП-а 2 - пети разред","Број ИОП-а 3 - пети разред","Број одељења - шести разред","Број комбинованих одељења - шести разред","Број специјалних одељења - шести разред","Број ученика - шести разред","Број девојчица - шести разред","Број ИОП-а 1 - шести разред","Број ИОП-а 2 - шести разред","Број ИОП-а 3 - шести разред","Број одељења - седми разред","Број комбинованих одељења - седми разред","Број специјалних одељења - седми разред","Број ученика - седми разред","Број девојчица - седми разред","Број ИОП-а 1 - седми разред","Број ИОП-а 2 - седми разред","Број ИОП-а 3 - седми разред","Број одељења - осми разред","Број комбинованих одељења - осми разред","Број специјалних одељења - осми разред","Број ученика - осми разред","Број девојчица - осми разред","Број ИОП-а 1 - осми разред","Број ИОП-а 2 - осми разред","Број ИОП-а 3 - осми разред"
"583.","491","Државно","Јужнобачки управни округ","Нови Сад","Људовит Штур","Основно редовно образовање","Основно образовање","8","Словачки језик","1","0","0","23","15","0","0","0","2","0","0","31","13","0","0","0","1","0","0","27","14","3","1","0","2","0","0","30","13","0","1","0","2","0","0","32","18","0","1","0","2","0","0","31","17","0","0","0","1","0","0","24","12","0","0","0","1","0","0","27","15","1","1","0"
"584.","491","Државно","Јужнобачки управни округ","Нови Сад","Људовит Штур","Основно редовно образовање","Основно образовање","8","Српски језик","1","0","0","22","7","0","0","0","1","0","0","24","11","0","0","0","1","0","0","18","7","0","0","0","1","0","0","13","4","0","0","0","1","0","0","19","9","0","0","0","1","0","0","12","2","0","0","0","1","0","0","19","10","1","0","0","1","0","0","14","8","0","0","0"
"585.","492","Државно","Јужнобачки управни округ","Србобран","Вук Караџић","Основно редовно образовање","Основно образовање","8","Српски језик","2","0","0","48","22","0","0","0","3","1","1","47","23","0","1","0","4","1","1","57","27","0","3","1","3","1","1","53","24","0","5","0","3","1","1","54","22","0","4","0","3","1","1","46","16","0","2","0","4","1","1","66","32","1","3","0","4","1","1","60","28","0","6","2"
"586.","493","Државно","Јужнобачки управни округ","Србобран","Јован Јовановић Змај","Основно редовно образовање","Основно образовање","8","Мађарски језик","1","0","0","21","10","0","0","0","1","0","0","25","12","0","1","0","1","0","0","17","6","0","0","0","2","0","0","24","14","0","4","0","1","0","0","25","13","1","0","0","1","0","0","20","11","0","0","0","2","0","0","31","17","0","3","0","2","0","0","34","17","0","0","0"
"587.","493","Државно","Јужнобачки управни округ","Србобран","Јован Јовановић Змај","Основно редовно образовање","Основно образовање","8","Српски језик","2","0","0","36","20","0","0","0","2","0","0","41","19","0","1","0","2","0","0","33","18","0","0","0","2","0","0","43","20","0","0","0","2","0","0","41","23","0","4","0","2","0","0","32","20","0","1","0","2","0","0","37","18","0","0","0","2","0","0","43","20","0","0","0"
"588.","494","Државно","Јужнобачки управни округ","Србобран","Петар Драпшин","Основно редовно образовање","Основно образовање","8","Српски језик","1","0","0","17","9","0","0","0","1","0","0","20","10","0","0","0","1","0","0","23","11","0","1","0","1","0","0","25","11","0","1","0","1","0","0","21","13","1","0","0","1","0","0","18","7","0","0","0","1","0","0","24","16","0","0","0","1","0","0","22","11","0","0","0"
"589.","495","Државно","Јужнобачки управни округ","Србобран","Жарко Зрењанин Уча","Основно редовно образовање","Основно образовање","8","Српски језик","1","0","0","25","14","0","0","0","1","0","0","17","11","0","0","0","2","0","0","33","18","1","0","0","1","0","0","20","9","2","0","0","1","0","0","17","8","1","0","0","1","0","0","17","8","2","0","0","1","0","0","24","11","0","1","0","1","0","0","20","8","0","0","0"
"590.","496","Државно","Јужнобачки управни округ","Сремски Карловци","23. октобар","Основно редовно образовање","Основно образовање","8","Српски језик","3","0","0","61","28","0","0","0","3","0","0","77","38","0","0","0","3","0","0","71","42","2","1","0","3","0","0","71","35","3","0","0","3","0","0","74","33","0","0","0","3","0","0","82","43","4","0","0","3","0","0","78","38","3","0","0","3","0","0","71","37","3","0","0"
"591.","497","Државно","Јужнобачки управни округ","Темерин","Кокаи Имре","Основно редовно образовање","Основно образовање","8","Мађарски језик","3","0","0","57","29","0","1","0","3","0","0","51","22","0","0","0","3","0","0","51","31","1","1","0","3","0","0","53","21","2","0","0","2","0","0","54","22","1","0","0","2","0","0","55","21","0","0","0","3","0","0","61","34","0","1","0","3","0","0","60","28","1","0","0"
"592.","498","Државно","Јужнобачки управни округ","Темерин","Славко Родић","Основно редовно образовање","Основно образовање","8","Српски језик","2","0","0","53","33","1","1","0","2","0","0","51","24","0","2","0","3","0","0","60","31","0","0","0","2","0","0","50","18","1","0","1","3","0","0","54","21","1","3","0","3","0","0","58","25","1","1","0","3","0","0","54","27","1","1","0","2","0","0","49","22","0","0","0"
"593.","499","Државно","Јужнобачки управни округ","Темерин","Петар Кочић","Основно редовно образовање","Основно образовање","8","Српски језик","5","0","0","124","61","0","0","0","6","0","0","139","66","0","1","0","7","0","0","169","80","1","1","0","6","0","0","134","70","1","4","0","6","0","0","149","63","1","0","0","6","0","0","155","78","0","1","0","6","0","0","132","56","4","2","0","6","0","0","139","68","1","0","0"
"594.","500","Државно","Јужнобачки управни округ","Темерин","Данило Зеленовић","Основно редовно образовање","Основно образовање","8","Српски језик","1","0","0","26","16","0","1","0","1","0","0","15","8","0","0","0","1","0","0","28","9","0","0","0","1","0","0","25","13","0","0","0","1","0","0","17","7","0","0","0","2","0","0","30","12","0","1","0","2","0","0","26","14","0","2","0","1","0","0","24","8","0","0","1"
"595.","501","Државно","Јужнобачки управни округ","Тител","Светозар Милетић","Основно редовно образовање","Основно образовање","8","Српски језик","5","1","0","73","28","0","0","0","5","0","0","69","37","1","0","0","6","1","0","90","46","2","2","0","5","0","0","67","33","2","0","0","5","0","0","80","36","5","0","0","5","0","0","81","42","1","3","0","5","0","0","68","26","4","3","1","5","0","0","87","40","3","1","0"
"596.","502","Државно","Јужнобачки управни округ","Тител","Исидора Секулић","Основно редовно образовање","Основно образовање","8","Српски језик","3","0","0","66","34","0","0","0","4","0","0","74","43","1","0","0","4","0","0","80","44","3","0","1","3","0","0","74","38","4","2","0","3","0","0","68","34","0","0","0","3","0","0","75","49","0","3","0","4","0","0","83","42","0","2","0","3","0","0","69","32","0","0","0"
"597.","503","Државно","Сремски управни округ","Инђија","Бранко Радичевић","Основно редовно образовање","Основно образовање","8","Мађарски језик","1","1","0","5","4","0","0","0","1","1","0","4","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"598.","503","Државно","Сремски управни округ","Инђија","Бранко Радичевић","Основно редовно образовање","Основно образовање","8","Српски језик","1","0","0","12","6","0","0","0","1","0","0","25","12","0","1","0","1","0","0","19","11","0","0","0","1","0","0","19","8","0","0","0","1","0","0","19","9","0","0","0","1","0","0","22","7","0","0","0","2","0","0","31","15","4","0","0","1","0","0","22","13","2","0","0"
"599.","504","Државно","Сремски управни округ","Инђија","Браћа Груловић","Основно редовно образовање","Основно образовање","8","Српски језик","2","0","0","46","18","0","0","0","2","0","0","45","29","0","0","0","2","0","0","47","24","0","0","0","3","0","0","71","32","0","0","0","3","0","0","67","31","0","0","0","2","0","0","53","28","0","0","0","2","0","0","50","25","0","1","0","2","0","0","47","22","0","0","0"
"600.","505","Државно","Сремски управни округ","Инђија","Др Ђорђе Натошевић","Основно редовно образовање","Основно образовање","8","Српски језик","2","1","0","28","8","2","3","0","2","1","0","16","6","1","1","0","2","1","0","29","16","4","0","0","2","0","0","30","12","2","0","0","1","0","0","24","10","0","1","0","2","0","0","27","19","1","2","0","1","0","0","23","10","1","0","0","1","0","0","25","16","0","1","0"
"601.","506","Државно","Сремски управни округ","Инђија","Душан Јерковић","Основно редовно образовање","Основно образовање","8","Српски језик","5","1","0","111","48","0","0","0","6","1","0","132","67","0","0","0","5","1","0","96","44","0","0","0","5","1","0","113","54","0","0","0","4","0","0","110","49","0","0","0","5","0","0","125","45","0","1","0","5","0","0","121","46","0","0","0","4","0","0","108","54","0","0","0"
"602.","507","Државно","Сремски управни округ","Инђија","Јован Поповић","Основно редовно образовање","Основно образовање","8","Српски језик","2","0","0","40","17","0","0","0","2","0","0","42","21","0","1","0","3","0","0","55","23","2","3","0","2","0","0","44","19","0","0","0","2","0","0","37","20","0","0","0","2","0","0","50","33","0","1","0","2","0","0","56","28","0","0","0","2","0","0","38","19","1","1","0"
"603.","508","Државно","Сремски управни округ","Инђија","22. јули","Основно редовно образовање","Основно образовање","8","Словачки језик","1","1","0","2","1","0","0","0","1","1","0","1","0","0","0","0","1","1","0","1","1","0","0","0","1","1","0","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"604.","508","Државно","Сремски управни округ","Инђија","22. јули","Основно редовно образовање","Основно образовање","8","Српски језик","1","0","0","13","7","0","0","0","1","0","0","20","9","1","0","0","1","0","0","24","14","0","2","0","1","0","0","20","10","0","0","0","1","0","0","23","12","0","2","0","1","0","0","18","10","0","0","0","1","0","0","15","8","0","0","0","1","0","0","24","12","1","0","0"
"605.","509","Државно","Сремски управни округ","Инђија","Петар Кочић","Основно редовно образовање","Основно образовање","8","Српски језик","5","0","0","108","58","0","0","0","5","0","0","111","59","2","0","0","5","1","0","100","49","2","3","1","4","0","0","90","41","2","0","0","5","0","0","136","63","2","0","0","4","0","0","99","39","1","0","0","4","0","0","101","60","1","1","0","4","0","0","85","38","2","2","0"
"606.","510","Државно","Сремски управни округ","Инђија","Ружа Ђорђевић Црна","Основно редовно образовање","Основно образовање","8","Српски језик","1","0","0","12","4","0","0","0","1","0","0","27","17","0","0","0","1","0","0","19","8","0","0","0","1","0","0","15","4","0","0","0","1","0","0","15","9","0","0","0","1","0","0","22","8","0","0","0","1","0","0","18","14","0","0","0","1","0","0","14","4","0","0","0"
"607.","511","Државно","Сремски управни округ","Инђија","Слободан Бајић Паја","Основно редовно образовање","Основно образовање","8","Српски језик","1","0","0","14","10","0","0","0","1","0","0","22","11","0","0","0","2","0","0","33","17","0","0","0","1","0","0","16","6","0","0","0","2","0","0","27","12","3","0","0","1","0","0","21","14","0","1","0","2","0","0","38","18","1","1","0","2","0","0","31","13","0","1","0"
"608.","512","Државно","Сремски управни округ","Ириг","Доситеј Обрадовић","Основно редовно образовање","Основно образовање","8","Српски језик","7","5","0","56","29","0","0","0","6","4","0","66","43","2","0","0","5","3","0","49","23","1","0","0","6","4","0","56","30","0","0","0","2","0","0","49","29","0","0","0","2","0","0","48","25","2","1","0","2","0","0","55","27","0","1","0","2","0","0","46","20","2","0","0"
"609.","513","Државно","Сремски управни округ","Ириг","Милица Стојадиновић Српкиња","Основно редовно образовање","Основно образовање","8","Српски језик","2","1","0","24","13","0","0","0","2","1","0","22","10","1","0","0","2","1","0","34","14","0","0","0","2","1","0","21","9","0","0","0","2","0","0","31","15","0","0","0","1","0","0","26","14","1","0","0","2","0","0","31","18","0","0","0","2","0","0","32","17","0","0","0"
"610.","514","Државно","Сремски управни округ","Пећинци","Душан Јерковић Уча","Основно редовно образовање","Основно образовање","8","Српски језик","5","1","0","69","32","0","0","0","5","2","0","60","28","1","0","0","5","2","0","72","27","2","1","0","5","1","0","69","37","4","0","0","4","0","0","59","32","1","0","0","4","0","0","60","27","4","1","0","4","0","0","52","26","4","0","0","3","0","0","59","31","4","0","0"
"611.","515","Државно","Сремски управни округ","Пећинци","Душан Вукасовић Диоген","Основно редовно образовање","Основно образовање","8","Српски језик","3","0","0","32","17","0","0","0","4","1","1","46","20","3","1","0","3","0","0","46","22","1","0","0","4","1","1","37","17","0","2","0","3","0","0","40","17","0","0","0","3","0","0","40","23","1","0","0","4","1","1","55","31","1","2","1","4","1","1","56","24","5","1","0"
"612.","516","Државно","Сремски управни округ","Пећинци","Слободан Бајић Паја","Основно редовно образовање","Основно образовање","8","Српски језик","9","2","0","97","52","1","0","0","8","2","0","93","53","2","2","0","9","1","0","112","59","6","3","0","9","3","0","89","39","1","1","0","4","0","0","84","36","2","0","0","4","0","0","83","35","2","0","0","5","0","0","95","41","5","1","0","4","0","0","79","42","0","1","0"
"613.","517","Државно","Сремски управни округ","Рума","Бранко Радичевић","Основно редовно образовање","Основно образовање","8","Српски језик","1","0","0","13","6","0","0","0","1","0","0","11","4","0","2","0","1","0","0","18","7","0","2","0","1","0","0","14","7","0","0","0","1","0","0","10","6","0","0","0","1","0","0","10","5","0","0","0","1","0","0","15","10","1","0","0","1","0","0","13","4","0","0","0"
"614.","518","Државно","Сремски управни округ","Рума","Вељко Дугошевић","Основно редовно образовање","Основно образовање","8","Српски језик","5","1","0","92","45","0","0","0","5","1","0","83","46","0","0","0","5","1","0","92","31","0","0","0","5","1","0","72","34","0","0","0","4","0","0","83","41","0","0","0","4","0","0","101","44","0","1","0","4","0","0","89","54","0","1","0","4","0","0","97","44","1","1","0"
"615.","519","Државно","Сремски управни округ","Рума","Милош Црњански","Основно редовно образовање","Основно образовање","8","Српски језик","1","0","0","27","14","0","0","0","1","0","0","18","6","0","0","0","2","0","0","27","10","1","3","0","2","0","0","28","11","1","4","0","1","0","0","24","11","0","0","0","2","0","0","29","18","3","4","0","2","0","0","29","15","2","3","0","1","0","0","18","9","0","1","0"
"616.","520","Државно","Сремски управни округ","Рума","Душан Јерковић","Основно редовно образовање","Основно образовање","8","Српски језик","4","0","0","76","30","2","0","0","4","0","0","86","46","1","0","0","3","0","0","77","44","0","0","0","4","0","0","110","59","0","0","0","4","0","0","102","55","1","0","0","4","0","0","104","51","0","0","0","5","0","0","116","56","4","0","0","4","0","0","106","49","1","1","0"
"617.","521","Државно","Сремски управни округ","Рума","Доситеј Обрадовић","Основно редовно образовање","Основно образовање","8","Српски језик","3","1","0","38","17","0","0","0","3","1","0","34","16","0","0","0","3","2","0","38","20","0","0","0","3","2","0","33","14","0","0","0","2","0","0","37","12","0","0","0","2","0","0","28","15","1","1","0","2","0","0","30","17","0","1","1","2","0","0","39","22","1","0","0"
"618.","522","Државно","Сремски управни округ","Рума","Змај Јова Јовановић","Основно редовно образовање","Основно образовање","8","Српски језик","5","2","0","82","40","0","0","0","6","2","0","97","46","0","0","0","5","2","0","70","29","1","2","0","5","2","0","84","44","7","0","0","3","0","0","58","25","4","1","0","4","0","0","84","42","6","1","0","4","0","0","82","40","4","0","0","4","0","0","82","40","2","2","0"
"619.","523","Државно","Сремски управни округ","Рума","Иво Лола Рибар","Функционално образовање одраслих","Функционално образовање одраслих","6","Српски језик","6","0","0","140","68","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"620.","523","Државно","Сремски управни округ","Рума","Иво Лола Рибар","Основно редовно образовање","Основно образовање","8","Српски језик","3","1","0","38","21","0","0","0","3","0","0","55","24","0","2","0","3","0","0","45","17","0","2","0","3","1","0","44","22","0","1","0","2","0","0","42","26","0","0","0","2","0","0","39","18","0","0","0","2","0","0","30","15","0","1","0","3","0","0","49","24","1","3","0"
"621.","524","Државно","Сремски управни округ","Рума","Миливој Петковић Фећко","Основно редовно образовање","Основно образовање","8","Српски језик","2","0","0","30","17","1","0","0","2","0","0","31","9","0","0","0","2","0","0","34","15","0","0","0","2","0","0","37","25","2","0","0","2","0","0","33","25","2","0","0","2","0","0","30","19","2","0","0","2","0","0","30","15","1","0","0","2","0","0","33","13","0","0","0"
"622.","525","Државно","Сремски управни округ","Рума","Небојша Јерковић","Функционално образовање одраслих","Функционално образовање одраслих","6","Српски језик","10","0","0","159","69","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"623.","525","Државно","Сремски управни округ","Рума","Небојша Јерковић","Основно редовно образовање","Основно образовање","8","Српски језик","1","0","0","8","4","0","0","0","1","0","0","14","9","0","0","0","1","0","0","9","5","0","0","0","1","0","0","13","8","0","0","0","1","0","0","12","3","0","0","0","1","0","0","15","9","2","0","0","1","0","0","13","6","1","0","0","1","0","0","19","11","1","0","0"
"624.","526","Државно","Сремски управни округ","Рума","23. октобар","Основно редовно образовање","Основно образовање","8","Српски језик","1","0","0","30","12","0","0","0","2","0","0","34","18","0","0","0","2","0","0","34","20","0","0","0","1","0","0","30","11","0","0","0","1","0","0","25","14","0","0","0","2","0","0","34","17","0","0","0","2","0","0","31","15","0","0","0","1","0","0","17","6","0","0","0"
"625.","527","Државно","Сремски управни округ","Рума","ВИ ударне војвођанске бригаде","Основно редовно образовање","Основно образовање","8","Српски језик","1","0","0","7","3","0","0","0","1","0","0","13","8","0","0","0","1","0","0","10","5","0","0","0","1","0","0","8","7","0","0","0","1","0","0","9","6","0","0","0","1","0","0","10","3","0","0","0","1","0","0","12","5","0","0","0","1","0","0","9","2","0","0","0"
"626.","528","Државно","Сремски управни округ","Сремска Митровица - град","Бошко Палковљевић Пинки","Основно редовно образовање","Основно образовање","8","Српски језик","5","1","0","73","33","1","0","0","5","1","0","78","41","1","0","0","5","1","0","83","39","0","2","0","4","1","0","64","35","2","0","0","4","0","0","78","39","2","1","0","3","0","0","60","34","0","0","0","3","0","0","53","22","0","0","0","4","0","0","76","44","0","0","0"
"627.","529","Државно","Сремски управни округ","Сремска Митровица - град","Бранко Радичевић","Основно редовно образовање","Основно образовање","8","Српски језик","2","1","0","26","11","0","0","0","3","2","0","27","16","1","1","0","4","1","0","38","21","3","0","0","3","2","0","32","13","0","1","0","3","0","0","36","23","0","3","0","3","0","0","59","26","1","0","0","2","0","0","32","19","0","1","0","3","0","0","34","12","3","2","0"
"628.","529","Државно","Сремски управни округ","Сремска Митровица - град","Бранко Радичевић","Основно редовно образовање","Основно образовање за обдарене за математику","2","Српски језик","1","0","0","7","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"629.","530","Државно","Сремски управни округ","Сремска Митровица - град","Свети Сава","Основно редовно образовање","Основно образовање","8","Српски језик","6","1","0","88","40","1","1","0","6","1","0","93","55","0","1","0","6","2","0","91","41","1","2","0","6","2","0","73","35","0","0","1","5","0","0","82","34","0","1","0","5","0","0","86","47","2","2","0","6","0","0","108","53","0","0","0","5","0","0","100","53","0","0","0"
"630.","531","Државно","Сремски управни округ","Сремска Митровица - град","Добросав Радосављевић Народ","Основно редовно образовање","Основно образовање","8","Српски језик","8","3","0","82","35","1","0","0","8","4","0","87","44","0","1","0","8","3","0","93","45","1","1","0","8","4","0","90","50","1","0","0","5","0","0","84","38","0","2","0","5","0","0","108","46","8","0","0","5","0","0","89","46","0","1","0","6","0","0","92","49","1","1","0"
"631.","532","Државно","Сремски управни округ","Сремска Митровица - град","Јован Јовановић Змај","Основно редовно образовање","Основно образовање","8","Српски језик","1","0","0","19","7","0","0","0","1","0","0","20","10","0","0","0","1","0","0","13","6","0","0","0","1","0","0","21","8","0","0","0","1","0","0","23","12","0","0","0","1","0","0","20","11","0","0","0","2","0","0","33","10","1","0","0","2","0","0","27","11","3","1","0"
"632.","533","Државно","Сремски управни округ","Сремска Митровица - град","Јован Јовановић Змај","Основно редовно образовање","Основно образовање","8","Српски језик","6","0","0","132","72","0","0","0","6","0","0","121","54","1","0","0","5","0","0","109","49","0","1","0","5","0","0","97","48","0","0","0","6","0","0","97","52","0","0","0","6","0","0","133","75","1","3","2","6","0","0","139","70","0","0","0","6","0","0","123","71","0","1","0"
"633.","533","Државно","Сремски управни округ","Сремска Митровица - град","Јован Јовановић Змај","Основно редовно образовање","Основно образовање","8","Српско-енглески","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","32","14","0","0","0","1","0","0","32","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"634.","534","Државно","Сремски управни округ","Сремска Митровица - град","Јован Поповић","Основно редовно образовање","Основно образовање","8","Српски језик","5","0","0","85","41","0","0","0","5","1","0","81","35","0","0","0","5","1","0","84","40","1","1","1","6","0","0","106","53","2","4","0","5","0","0","106","50","0","2","0","5","0","0","90","50","0","0","0","5","0","0","111","52","2","1","0","5","0","0","94","38","0","1","0"
"635.","535","Државно","Сремски управни округ","Сремска Митровица - град","Слободан Бајић Паја","Основно редовно образовање","Основно образовање","8","Српски језик","5","2","0","42","21","0","0","0","4","1","0","61","32","1","0","0","5","2","0","60","32","0","0","0","5","2","0","56","22","1","0","0","3","0","0","57","35","0","0","0","4","0","0","71","37","0","0","0","3","0","0","59","25","1","0","0","4","0","0","63","29","0","0","0"
"636.","536","Државно","Сремски управни округ","Сремска Митровица - град","Трива Витасовић Лебарник","Основно редовно образовање","Основно образовање","8","Српски језик","4","0","0","93","40","1","0","0","4","0","0","97","45","1","0","0","4","0","0","90","43","2","0","0","4","0","0","82","31","2","5","0","3","0","0","79","39","3","3","0","4","0","0","85","51","2","2","0","4","0","0","88","40","0","1","0","4","0","0","99","51","0","2","0"
"637.","537","Државно","Сремски управни округ","Стара Пазова","Бошко Палковљевић Пинки","Основно редовно образовање","Основно образовање","8","Српски језик","4","0","0","91","38","1","0","0","3","0","0","79","41","0","0","0","4","0","0","79","39","8","3","0","4","0","0","97","57","0","0","0","3","0","0","72","35","0","0","0","4","0","0","100","52","1","0","0","4","0","0","114","59","0","1","0","3","0","0","88","44","1","1","0"
"638.","538","Државно","Сремски управни округ","Стара Пазова","Вера Мишчевић","Основно редовно образовање","Основно образовање","8","Српски језик","2","0","0","34","16","0","0","0","2","0","0","35","14","1","0","0","3","1","0","45","23","3","0","0","3","1","0","34","15","2","0","0","2","0","0","40","17","1","0","0","2","0","0","31","17","0","0","0","2","0","0","28","18","4","0","0","3","0","0","44","20","3","0","0"
"639.","539","Државно","Сремски управни округ","Стара Пазова","Милан Хаџић","Основно редовно образовање","Основно образовање","8","Српски језик","3","1","0","40","19","0","0","0","3","1","0","49","21","0","0","0","3","1","0","42","17","1","0","0","3","1","0","52","26","1","1","1","2","0","0","47","24","0","0","0","3","0","0","61","27","0","1","0","2","0","0","43","16","0","0","0","2","0","0","43","23","0","1","0"
"640.","540","Државно","Сремски управни округ","Стара Пазова","Растко Немањић - Свети Сава","Основно редовно образовање","Основно образовање","8","Српски језик","6","0","0","154","78","0","1","0","6","0","0","166","81","3","0","0","6","0","0","158","68","3","0","0","6","0","0","163","84","1","0","0","6","0","0","161","74","1","2","0","6","0","0","173","90","1","0","0","6","0","0","166","70","2","3","1","6","0","0","154","88","0","0","0"
"641.","541","Државно","Сремски управни округ","Стара Пазова","Никола Тесла","Основно редовно образовање","Основно образовање","8","Српски језик","5","0","0","116","60","1","2","0","3","0","0","80","36","2","0","0","4","0","0","100","51","0","1","0","4","0","0","100","44","0","1","0","4","0","0","100","46","1","0","0","4","0","0","93","41","0","1","3","4","0","0","103","47","2","0","1","4","0","0","101","41","1","0","0"
"642.","542","Државно","Сремски управни округ","Стара Пазова","23. октобар","Основно редовно образовање","Основно образовање","8","Српски језик","2","0","0","38","25","0","0","0","2","0","0","40","17","0","0","0","2","0","0","40","19","0","0","0","2","0","0","33","9","2","1","0","2","0","0","41","22","1","1","0","2","0","0","31","16","2","3","0","2","0","0","43","22","1","3","0","2","0","0","44","22","0","1","0"
"643.","543","Државно","Сремски управни округ","Стара Пазова","Слободан Савковић","Основно редовно образовање","Основно образовање","8","Српски језик","2","0","0","54","24","0","0","0","3","0","0","79","38","0","1","0","3","0","0","63","23","0","0","0","3","0","0","79","40","0","0","0","3","0","0","63","21","0","0","0","3","0","0","64","23","0","0","0","3","0","0","76","35","1","0","0","3","0","0","72","42","0","0","0"
"644.","544","Државно","Сремски управни округ","Стара Пазова","Херој Јанко Чмелик","Основно редовно образовање","Основно образовање","8","Словачки језик","1","0","0","23","10","0","0","0","2","0","0","30","17","0","0","0","1","0","0","21","11","0","0","0","1","0","0","23","8","1","0","0","2","0","0","31","17","0","0","0","2","0","0","29","11","2","0","0","2","0","0","35","16","0","0","0","2","0","0","33","15","0","0","0"
"645.","544","Државно","Сремски управни округ","Стара Пазова","Херој Јанко Чмелик","Основно редовно образовање","Основно образовање","8","Српски језик","1","0","0","15","6","0","0","0","1","0","0","12","9","0","0","0","1","0","0","15","4","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"646.","545","Државно","Сремски управни округ","Шид","Филип Вишњић","Основно редовно образовање","Основно образовање","8","Српски језик","3","1","0","32","14","0","0","0","3","0","0","36","17","4","0","0","3","1","0","31","15","1","0","0","3","0","0","30","13","0","0","0","3","0","0","26","13","0","0","0","3","0","0","30","15","0","0","0","3","0","0","36","23","2","0","0","3","0","0","48","27","2","0","0"
"647.","546","Државно","Сремски управни округ","Шид","Бранко Радичевић","Основно редовно образовање","Основно образовање","8","Српски језик","6","0","0","102","56","0","0","0","6","0","0","83","41","4","0","0","7","0","0","122","61","2","0","0","6","0","0","120","54","1","0","0","6","0","0","113","57","3","0","0","6","0","0","109","51","0","0","0","6","0","0","106","50","0","0","0","5","0","0","96","52","1","0","0"
"648.","547","Државно","Сремски управни округ","Шид","Сава Шумановић","Основно редовно образовање","Основно образовање","8","Словачки језик","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"649.","547","Државно","Сремски управни округ","Шид","Сава Шумановић","Основно редовно образовање","Основно образовање","8","Српски језик","3","1","0","28","15","0","0","0","3","2","0","19","9","0","0","0","3","2","0","23","8","1","1","0","3","1","0","23","11","0","0","0","1","0","0","23","11","2","0","0","2","0","0","21","9","3","2","0","1","0","0","17","10","2","1","0","2","0","0","26","12","1","0","0"
"650.","548","Државно","Сремски управни округ","Шид","Сремски фронт","Основно редовно образовање","Основно образовање","8","Српски језик","7","3","0","87","33","0","2","0","7","3","0","82","32","0","4","0","7","3","0","74","35","0","2","0","7","3","0","76","42","0","1","0","3","0","0","69","33","0","1","0","3","0","0","82","42","0","0","0","3","0","0","71","34","0","0","0","4","0","0","86","46","0","0","0"
